100 92 -5002 -7715.597826086957 -7920.0 -8994.15 -5914.65
200 159 -4578 -7407.452830188679 -7552.0 -8856.3 -5466.900000000001
300 210 -4578 -7314.395238095238 -7417.5 -8811.1 -5439.450000000001
400 254 -4547 -7157.606299212598 -7261.0 -8825.2 -5250.950000000001
500 304 -4135 -7077.8848684210525 -7171.5 -8818.75 -5108.1
600 347 -4135 -7026.829971181556 -7093.0 -8829.4 -5084.3
700 381 -4135 -6984.889763779527 -7067.0 -8785.0 -5071.0
800 408 -4135 -6893.313725490196 -6942.0 -8720.65 -5067.1
900 441 -4135 -6818.702947845805 -6826.0 -8720.0 -5065.0
1000 470 -4135 -6739.465957446809 -6678.5 -8688.1 -5007.9
1100 494 -4135 -6685.212550607287 -6585.5 -8660.55 -5008.3
1200 519 -4135 -6603.763005780347 -6452.0 -8578.7 -5001.6
1300 540 -4135 -6502.125925925926 -6346.5 -8502.4 -4909.1
1400 561 -4135 -6432.231729055258 -6241.0 -8494.0 -4872.0
1500 582 -4135 -6354.199312714777 -6157.5 -8493.7 -4815.1
1600 603 -4073 -6290.089552238806 -6097.0 -8445.2 -4781.2
1700 623 -3962 -6225.232744783307 -6020.0 -8405.4 -4738.6
1800 638 -3962 -6145.354231974921 -5919.5 -8291.8 -4683.200000000001
1900 657 -3732 -6085.007610350076 -5863.0 -8214.0 -4619.0
2000 666 -3732 -6010.626126126126 -5773.5 -8175.5 -4612.0
2100 680 -3732 -5941.6882352941175 -5695.0 -8115.0 -4565.400000000001
2200 688 -3732 -5886.434593023256 -5604.5 -8093.55 -4514.0
2300 696 -3732 -5819.778735632184 -5554.0 -8058.0 -4458.5
2400 705 -3732 -5754.791489361702 -5501.0 -7889.599999999999 -4453.0
2500 716 -3732 -5716.072625698324 -5461.0 -7814.0 -4447.5
2600 722 -3732 -5661.642659279778 -5417.0 -7757.45 -4422.1
2700 728 -3732 -5604.991758241758 -5351.0 -7665.65 -4406.05
2800 734 -3732 -5559.538147138965 -5329.0 -7631.2 -4358.6
2900 741 -3732 -5505.781376518219 -5291.0 -7519.0 -4337.0
3000 746 -3732 -5446.552278820375 -5242.0 -7432.0 -4287.0
3100 749 -3732 -5391.126835781041 -5179.0 -7338.2 -4274.599999999999
3200 756 -3732 -5344.341269841269 -5149.5 -7222.25 -4268.5
3300 761 -3732 -5300.993429697766 -5119.0 -7220.0 -4256.0
3400 763 -3732 -5257.494102228047 -5071.0 -7090.4 -4246.900000000001
3500 765 -3732 -5226.956862745098 -5044.0 -7035.0 -4223.2
3600 768 -3732 -5178.04296875 -5016.0 -6784.65 -4216.7
3700 772 -3732 -5128.753886010362 -4960.5 -6693.75 -4198.650000000001
3800 775 -3732 -5084.259354838709 -4929.0 -6526.9 -4182.4
3900 776 -3732 -5042.980670103093 -4897.5 -6494.0 -4154.5
4000 777 -3669 -5002.348777348778 -4865.0 -6383.8 -4142.200000000001
4100 778 -3669 -4973.269922879177 -4841.5 -6342.15 -4135.85
4200 780 -3669 -4931.401282051282 -4803.0 -6320.35 -4095.3500000000004
4300 780 -3669 -4897.891025641025 -4781.0 -6183.3 -4082.8
4400 781 -3669 -4863.261203585147 -4744.0 -6057.0 -4074.0
4500 785 -3669 -4834.631847133758 -4709.0 -6017.4 -4048.0
4600 785 -3669 -4804.36050955414 -4678.0 -5911.8 -4034.2000000000007
4700 786 -3669 -4770.6297709923665 -4653.5 -5815.5 -4010.25
4800 787 -3669 -4737.937738246505 -4620.0 -5791.1 -4005.0
4900 787 -3669 -4704.302414231258 -4591.0 -5736.6 -4002.9
5000 788 -3669 -4676.248730964467 -4573.0 -5708.55 -3977.7
5100 789 -3669 -4644.4930291508235 -4545.0 -5591.4 -3977.8
5200 791 -3669 -4624.983565107459 -4529.0 -5581.5 -3974.0
5300 793 -3669 -4608.137452711223 -4513.0 -5529.4 -3972.2
5400 793 -3669 -4591.308953341741 -4488.0 -5493.2 -3964.4
5500 794 -3669 -4566.240554156171 -4462.0 -5462.05 -3948.0
5600 795 -3654 -4541.304402515723 -4449.0 -5397.5 -3935.5
5700 796 -3547 -4519.183417085427 -4430.0 -5353.5 -3911.0
5800 796 -3547 -4493.243718592965 -4421.0 -5295.25 -3896.75
5900 796 -3547 -4471.045226130654 -4398.5 -5263.5 -3886.0
6000 797 -3547 -4449.3036386449185 -4375.0 -5211.0 -3881.0
6100 797 -3547 -4431.962358845672 -4355.0 -5180.2 -3878.2000000000003
6200 797 -3547 -4407.718946047678 -4340.0 -5124.0 -3878.2000000000003
6300 797 -3547 -4390.302383939774 -4329.0 -5103.2 -3852.6000000000004
6400 797 -3547 -4374.427854454203 -4317.0 -5097.6 -3846.2000000000003
6500 797 -3540 -4357.183186951066 -4301.0 -5064.2 -3839.6000000000004
6600 797 -3540 -4344.173149309912 -4287.0 -5055.8 -3833.4
6700 797 -3540 -4328.476787954831 -4276.0 -5026.0 -3817.8000000000006
6800 797 -3540 -4308.65495608532 -4248.0 -4947.4 -3802.2000000000003
6900 797 -3540 -4290.583437892095 -4228.0 -4928.8 -3796.2000000000007
7000 797 -3540 -4279.252195734002 -4223.0 -4922.4 -3787.8
7100 798 -3540 -4267.443609022556 -4215.0 -4915.05 -3787.0
7200 799 -3483 -4252.816020025031 -4206.0 -4877.7 -3766.8
7300 799 -3483 -4236.652065081352 -4195.0 -4831.1 -3756.8
7400 799 -3483 -4219.74593241552 -4183.0 -4800.1 -3741.0
7500 799 -3483 -4206.824780976221 -4158.0 -4796.4 -3738.8
7600 799 -3483 -4185.718397997497 -4139.0 -4783.0 -3722.4000000000005
7700 799 -3411 -4174.235294117647 -4128.0 -4777.6 -3715.100000000001
7800 799 -3390 -4162.916145181477 -4120.0 -4760.8 -3700.9
7900 799 -3390 -4148.9762202753445 -4111.0 -4737.7 -3698.800000000001
8000 799 -3375 -4134.028785982478 -4100.0 -4681.4 -3677.6000000000004
8100 799 -3375 -4119.857321652065 -4095.0 -4637.1 -3672.0
8200 799 -3375 -4108.147684605758 -4085.0 -4627.1 -3655.8
8300 799 -3375 -4097.500625782228 -4070.0 -4626.0 -3650.2000000000007
8400 799 -3375 -4086.2115143929914 -4056.0 -4614.2 -3641.9
8500 799 -3375 -4069.4881101376723 -4037.0 -4564.3 -3623.6000000000004
8600 799 -3326 -4061.4380475594494 -4029.0 -4558.5 -3619.9
8700 799 -3326 -4050.0613266583227 -4018.0 -4516.1 -3614.8
8800 799 -3326 -4035.026282853567 -4004.0 -4490.4 -3608.0
8900 800 -3326 -4021.45125 -3993.5 -4472.05 -3599.9
9000 800 -3326 -4011.42125 -3987.0 -4461.25 -3592.9
9100 800 -3326 -4001.9675 -3980.0 -4447.05 -3589.6500000000005
9200 800 -3326 -3989.95875 -3967.0 -4438.2 -3568.0
9300 800 -3326 -3977.3175 -3956.5 -4423.5 -3556.95
9400 800 -3326 -3968.79875 -3949.0 -4418.15 -3556.95
9500 800 -3325 -3957.44875 -3934.5 -4409.15 -3554.95
9600 800 -3236 -3947.12625 -3924.5 -4397.05 -3543.9
9700 800 -3236 -3941.5975 -3918.5 -4383.6 -3539.6500000000005
9800 800 -3236 -3935.96 -3913.0 -4377.1 -3532.8
9900 800 -3236 -3927.47375 -3906.0 -4367.0 -3528.8500000000004
10000 800 -3236 -3920.19625 -3901.0 -4333.05 -3517.0
10100 800 -3236 -3911.48 -3888.5 -4332.05 -3516.95
10200 800 -3236 -3899.37375 -3883.5 -4312.4 -3514.4000000000005
10300 800 -3236 -3890.00375 -3878.0 -4308.05 -3501.8
10400 800 -3236 -3880.73 -3872.0 -4296.15 -3486.9
10500 800 -3236 -3875.415 -3865.5 -4281.05 -3484.9
10600 800 -3236 -3868.8325 -3856.0 -4268.05 -3482.9
10700 800 -3236 -3861.23875 -3853.0 -4257.05 -3479.9
10800 800 -3236 -3854.08875 -3844.0 -4228.05 -3468.0
10900 800 -3236 -3847.465 -3836.5 -4221.05 -3466.6500000000005
11000 800 -3236 -3840.495 -3829.0 -4209.05 -3466.6500000000005
11100 800 -3234 -3833.285 -3824.5 -4205.15 -3455.9
11200 800 -3234 -3828.76875 -3819.0 -4205.15 -3455.9
11300 800 -3234 -3820.75875 -3814.0 -4203.1 -3451.9
11400 800 -3234 -3814.3175 -3806.5 -4203.1 -3435.55
11500 800 -3234 -3806.19125 -3794.5 -4202.05 -3421.8500000000004
11600 800 -3234 -3799.66125 -3788.5 -4196.1 -3415.0
11700 800 -3186 -3791.95125 -3783.0 -4187.0 -3413.8500000000004
11800 800 -3186 -3786.6425 -3778.0 -4184.15 -3410.8
11900 800 -3186 -3782.7475 -3773.0 -4183.05 -3402.9
12000 800 -3186 -3778.07 -3765.5 -4157.4 -3397.9
12100 800 -3186 -3771.60125 -3762.0 -4154.05 -3385.95
12200 800 -3186 -3765.98125 -3758.0 -4151.1 -3379.95
12300 800 -3186 -3758.10875 -3752.5 -4134.2 -3377.0
12400 800 -3186 -3753.775 -3747.5 -4126.0 -3377.0
12500 800 -3186 -3748.28375 -3742.0 -4123.1 -3374.9
12600 800 -3186 -3743.975 -3738.5 -4123.1 -3374.9
12700 800 -3186 -3737.4675 -3735.5 -4118.15 -3367.0
12800 800 -3186 -3733.54125 -3728.0 -4118.15 -3360.95
12900 800 -3186 -3728.76875 -3723.5 -4105.05 -3356.9
13000 800 -3186 -3724.9075 -3721.0 -4099.15 -3354.95
13100 800 -3186 -3721.9 -3720.0 -4097.1 -3354.95
13200 800 -3186 -3717.7525 -3718.0 -4096.0 -3352.9
13300 800 -3186 -3713.7375 -3709.5 -4096.0 -3350.95
13400 800 -3186 -3709.13375 -3707.5 -4091.05 -3349.95
13500 800 -3186 -3705.63 -3704.5 -4072.75 -3348.95
13600 800 -3186 -3701.4525 -3698.0 -4070.1 -3347.8
13700 800 -3186 -3697.30125 -3693.0 -4061.05 -3341.8500000000004
13800 800 -3180 -3694.02375 -3692.5 -4046.05 -3336.95
13900 800 -3180 -3690.95875 -3687.5 -4044.1 -3335.0
14000 800 -3180 -3686.5075 -3683.5 -4041.05 -3328.95
14100 800 -3180 -3681.8025 -3678.0 -4037.2 -3327.8500000000004
14200 800 -3180 -3677.67875 -3673.0 -4037.2 -3324.95
14300 800 -3180 -3673.6675 -3669.0 -4030.1 -3322.75
14400 800 -3114 -3669.93 -3664.0 -4023.05 -3317.0
14500 800 -3114 -3667.1875 -3660.0 -4020.15 -3317.0
14600 800 -3114 -3662.32 -3658.0 -4016.1 -3317.0
14700 800 -3114 -3658.20125 -3652.5 -4013.15 -3310.95
14800 800 -3114 -3654.7975 -3648.0 -4011.05 -3309.95
14900 800 -3114 -3651.90125 -3646.0 -4011.05 -3308.55
15000 800 -3114 -3649.34625 -3643.5 -4006.05 -3308.55
15100 800 -3114 -3646.8425 -3643.0 -4006.05 -3299.7000000000003
15200 800 -3114 -3643.73375 -3637.0 -3998.05 -3299.7000000000003
15300 800 -3111 -3639.5425 -3634.0 -3993.25 -3289.95
15400 800 -3111 -3636.23625 -3632.5 -3993.25 -3288.8500000000004
15500 800 -3111 -3632.95 -3628.5 -3993.25 -3288.8500000000004
15600 800 -3111 -3629.23125 -3624.5 -3989.2 -3284.8500000000004
15700 800 -3111 -3625.9675 -3615.0 -3985.0 -3281.8
15800 800 -3111 -3622.97125 -3613.0 -3984.05 -3277.9
15900 800 -3111 -3619.91875 -3612.0 -3982.1 -3275.9
16000 800 -3111 -3617.5725 -3610.5 -3980.1 -3273.95
16100 800 -3111 -3615.59375 -3610.0 -3977.15 -3272.8500000000004
16200 800 -3111 -3613.8325 -3609.5 -3970.35 -3269.9
16300 800 -3111 -3610.865 -3609.0 -3962.1 -3269.9
16400 800 -3111 -3608.4725 -3608.0 -3962.1 -3268.0
16500 800 -3111 -3605.81625 -3606.0 -3957.0 -3265.95
16600 800 -3111 -3604.12375 -3605.0 -3956.05 -3259.95
16700 800 -3111 -3601.61875 -3600.5 -3954.0 -3259.95
